,weighted_average_recommendation_score,movieId,recomendada
10995,3.4166666666666665,as3915,False
10996,3.4,ds1340,False
10997,3.4,as4637,False
10998,3.4,as4853,False
10999,3.4,ns1248,False
11000,3.4,as5989,False
11001,3.4,as1979,False
11002,3.4,as7865,False
11003,3.4,hs482,False
11004,3.4,hs439,False
11005,3.4,hs1591,False
11006,3.4,ns957,False
11007,3.4,ns3041,False
11008,3.4,as8509,False
11009,3.4,ns8189,False
11010,3.4,as7241,False
11011,3.4,ns5152,False
11012,3.4,as9009,False
11013,3.4,ns5570,False
11014,3.4,as5407,False
11015,3.4,as5220,False
11016,3.4,as2355,False
11017,3.4,hs1038,False
11018,3.4,ns5538,False
11019,3.4,as4899,False
11020,3.4,ns2003,False
11021,3.4,ns4818,False
11022,3.4,ns4159,False
11023,3.4,ns7956,False
11024,3.4,as8957,False
11025,3.4,ds873,False
11026,3.4,as2056,False
11027,3.4,hs696,False
11028,3.4,ns4971,False
11029,3.4,ns2107,False
11030,3.4,as1661,False
11031,3.4,as7710,False
11032,3.4,ns6111,False
11033,3.4,ds784,False
11034,3.4,ns2064,False
11035,3.4,as3004,False
11036,3.4,as8251,False
11037,3.4,ns8805,False
11038,3.4,as8329,False
11039,3.4,as8944,False
11040,3.4,ns1937,False
11041,3.4,ds1209,False
11042,3.4,ns2001,False
11043,3.4,as2519,False
11044,3.4,ns3544,False
11045,3.4,ns7284,False
11046,3.4,hs2867,False
11047,3.4,ns4030,False
11048,3.375,ns3768,False
11049,3.375,hs1989,False
11050,3.375,ns7089,False
11051,3.375,ds416,False
11052,3.375,ns6044,False
11053,3.375,as175,False
11054,3.375,as3404,False
11055,3.375,as5155,False
11056,3.375,ns5395,False
11057,3.375,as5123,False
11058,3.375,ns1742,False
11059,3.375,ns4089,False
11060,3.375,ds1449,False
11061,3.375,ns3554,False
11062,3.375,as9196,False
11063,3.375,ns7511,False
11064,3.375,as3992,False
11065,3.375,hs1118,False
11066,3.375,ds1441,False
11067,3.375,ns7303,False
11068,3.375,hs365,False
11069,3.375,as3977,False
11070,3.375,as761,False
11071,3.375,as195,False
11072,3.375,hs3047,False
11073,3.375,ns844,False
11074,3.375,ds380,False
11075,3.375,ns1368,False
11076,3.375,ns5245,False
11077,3.375,as2146,False
11078,3.375,as4842,False
11079,3.375,as9032,False
11080,3.375,ns6448,False
11081,3.375,as6120,False
11082,3.375,ns8458,False
11083,3.375,ds867,False
11084,3.375,as1085,False
11085,3.375,ns7039,False
11086,3.375,as1764,False
11087,3.375,ds1410,False
11088,3.375,ns5333,False
11089,3.375,as6103,False
11090,3.375,as7904,False
11091,3.375,ds355,False
11092,3.375,ns3610,False
11093,3.375,ns6516,False
11094,3.375,ns4061,False
11095,3.375,as8541,False
11096,3.375,ns1272,False
11097,3.375,ns6873,False
11098,3.375,as4435,False
11099,3.375,ds1433,False
11100,3.375,as5776,False
11101,3.375,ns5424,False
11102,3.375,as6661,False
11103,3.375,ns6293,False
11104,3.375,ns3980,False
11105,3.375,ns4261,False
11106,3.375,ns5657,False
11107,3.375,hs1666,False
11108,3.375,ns5547,False
11109,3.375,ns1190,False
11110,3.375,hs523,False
11111,3.375,ns6756,False
11112,3.375,as2284,False
11113,3.375,as8385,False
11114,3.375,ns1098,False
11115,3.375,as5801,False
11116,3.375,ns2140,False
11117,3.375,ns2201,False
11118,3.375,as7428,False
11119,3.375,as1018,False
11120,3.375,hs598,False
11121,3.375,as1294,False
11122,3.375,ns6247,False
11123,3.375,as617,False
11124,3.375,hs597,False
11125,3.375,ns5609,False
11126,3.375,ns2185,False
11127,3.375,hs218,False
11128,3.375,as3485,False
11129,3.375,ns3672,False
11130,3.375,hs2020,False
11131,3.375,as6544,False
11132,3.375,ns3676,False
11133,3.375,ns5660,False
11134,3.375,ns5520,False
11135,3.375,ns1019,False
11136,3.375,ds270,False
11137,3.375,as5917,False
11138,3.375,ds441,False
11139,3.375,as3537,False
11140,3.375,as5408,False
11141,3.375,ns3516,False
11142,3.375,as9128,False
11143,3.375,as8104,False
11144,3.375,as6194,False
11145,3.375,ds580,False
11146,3.375,hs2226,False
11147,3.375,hs718,False
11148,3.375,ns413,False
11149,3.375,hs711,False
11150,3.375,ns6813,False
11151,3.375,as2992,False
11152,3.375,ns2287,False
11153,3.375,ns967,False
11154,3.375,as9158,False
11155,3.375,as41,False
11156,3.375,as1984,False
11157,3.375,ns1252,False
11158,3.375,ns2274,False
11159,3.375,ns549,False
11160,3.375,ns207,False
11161,3.375,as1843,False
11162,3.375,as5925,False
11163,3.375,as6577,False
11164,3.375,ns74,False
11165,3.375,ns7399,False
11166,3.375,ns3586,False
11167,3.375,ns2193,False
11168,3.375,ns6471,False
11169,3.375,as3198,False
11170,3.375,as3197,False
11171,3.375,as4272,False
11172,3.375,as5633,False
11173,3.375,hs2608,False
11174,3.375,as4261,False
11175,3.375,ns4612,False
11176,3.375,ns2523,False
11177,3.375,as336,False
11178,3.375,as1202,False
11179,3.375,as14,False
11180,3.375,ns4741,False
11181,3.375,as2385,False
11182,3.375,as8755,False
11183,3.375,hs1327,False
11184,3.375,as7124,False
11185,3.375,hs262,False
11186,3.375,ns8354,False
11187,3.375,ds1359,False
11188,3.375,ns4763,False
11189,3.375,hs2940,False
11190,3.375,as3222,False
11191,3.375,hs1585,False
11192,3.375,ns4784,False
11193,3.375,ns2588,False
11194,3.375,as7002,False
11195,3.375,as5254,False
11196,3.375,ns2890,False
11197,3.375,hs1227,False
11198,3.375,hs2638,False
11199,3.375,as633,False
11200,3.375,ns3090,False
11201,3.375,as5368,False
11202,3.375,hs263,False
11203,3.375,as7214,False
11204,3.375,as8960,False
11205,3.375,as7135,False
11206,3.375,as3285,False
11207,3.375,as528,False
11208,3.375,as3288,False
11209,3.375,as152,False
11210,3.375,hs1468,False
11211,3.375,ns3023,False
11212,3.375,hs1533,False
11213,3.375,as328,False
11214,3.375,hs1542,False
11215,3.375,hs2543,False
11216,3.375,hs2811,False
11217,3.375,as2459,False
11218,3.357142857142857,ns6373,False
11219,3.357142857142857,ns4403,False
11220,3.357142857142857,ns394,False
11221,3.357142857142857,ns6954,False
11222,3.3333333333333335,ns4155,False
11223,3.3333333333333335,as3002,False
11224,3.3333333333333335,ns5916,False
11225,3.3333333333333335,ds1016,False
11226,3.3333333333333335,ns7976,False
11227,3.3333333333333335,as5877,False
11228,3.3333333333333335,ds1017,False
11229,3.3333333333333335,as6472,False
11230,3.3333333333333335,hs137,False
11231,3.3333333333333335,hs2023,False
11232,3.3333333333333335,ns3122,False
11233,3.3333333333333335,hs892,False
11234,3.3333333333333335,as3972,False
11235,3.3333333333333335,hs2431,False
11236,3.3333333333333335,as9469,False
11237,3.3333333333333335,as5545,False
11238,3.3333333333333335,as4276,False
11239,3.3333333333333335,as8215,False
11240,3.3333333333333335,as7048,False
11241,3.3333333333333335,as661,False
11242,3.3333333333333335,ds1013,False
11243,3.3333333333333335,ns1868,False
11244,3.3333333333333335,ns8629,False
11245,3.3333333333333335,ns6976,False
11246,3.3333333333333335,hs888,False
11247,3.3333333333333335,ns5900,False
11248,3.3333333333333335,as710,False
11249,3.3333333333333335,as1427,False
11250,3.3333333333333335,hs2805,False
11251,3.3333333333333335,ds392,False
11252,3.3333333333333335,hs2691,False
11253,3.3333333333333335,hs270,False
11254,3.3333333333333335,as2102,False
11255,3.3333333333333335,hs245,False
11256,3.3333333333333335,hs2694,False
11257,3.3333333333333335,ds408,False
11258,3.3333333333333335,ns5989,False
11259,3.3333333333333335,ns8012,False
11260,3.3333333333333335,ds972,False
11261,3.3333333333333335,as6478,False
11262,3.3333333333333335,ds81,False
11263,3.3333333333333335,as4507,False
11264,3.3333333333333335,ns8016,False
11265,3.3333333333333335,as5625,False
11266,3.3333333333333335,as8360,False
11267,3.3333333333333335,ds404,False
11268,3.3333333333333335,as1804,False
11269,3.3333333333333335,as5821,False
11270,3.3333333333333335,as9520,False
11271,3.3333333333333335,as1373,False
11272,3.3333333333333335,as4493,False
11273,3.3333333333333335,ds837,False
11274,3.3333333333333335,ds834,False
11275,3.3333333333333335,ns6929,False
11276,3.3333333333333335,ns6928,False
11277,3.3333333333333335,ns4024,False
11278,3.3333333333333335,ds827,False
11279,3.3333333333333335,ns1818,False
11280,3.3333333333333335,as5893,False
11281,3.3333333333333335,as2109,False
11282,3.3333333333333335,ns2840,False
11283,3.3333333333333335,ns2690,False
11284,3.3333333333333335,as279,False
11285,3.3333333333333335,hs1515,False
11286,3.3333333333333335,as5870,False
11287,3.3333333333333335,as3,False
11288,3.3333333333333335,hs786,False
11289,3.3333333333333335,as2198,False
11290,3.3333333333333335,as6858,False
11291,3.3333333333333335,as7077,False
11292,3.3333333333333335,ns7912,False
11293,3.3333333333333335,ns5770,False
11294,3.3333333333333335,as9193,False
11295,3.3333333333333335,as8758,False
11296,3.3333333333333335,ds1208,False
11297,3.3333333333333335,ns5810,False
11298,3.3333333333333335,as4614,False
11299,3.3333333333333335,as5855,False
11300,3.3333333333333335,ds333,False
11301,3.3333333333333335,hs801,False
11302,3.3333333333333335,as3258,False
11303,3.3333333333333335,as6657,False
11304,3.3333333333333335,as9185,False
11305,3.3333333333333335,as6135,False
11306,3.3333333333333335,as7499,False
11307,3.3333333333333335,ns3507,False
11308,3.3333333333333335,hs763,False
11309,3.3333333333333335,ns7900,False
11310,3.3333333333333335,as2774,False
11311,3.3333333333333335,hs76,False
11312,3.3333333333333335,hs2792,False
11313,3.3333333333333335,ns3149,False
11314,3.3333333333333335,ds1226,False
11315,3.3333333333333335,ds930,False
11316,3.3333333333333335,hs2100,False
11317,3.3333333333333335,ns2719,False
11318,3.3333333333333335,hs74,False
11319,3.3333333333333335,ns8652,False
11320,3.3333333333333335,ns4072,False
11321,3.3333333333333335,as8761,False
11322,3.3333333333333335,ns4862,False
11323,3.3333333333333335,as687,False
11324,3.3333333333333335,ns7017,False
11325,3.3333333333333335,ns3130,False
11326,3.3333333333333335,hs1357,False
11327,3.3333333333333335,ns2797,False
11328,3.3333333333333335,ds29,False
11329,3.3333333333333335,as8327,False
11330,3.3333333333333335,as324,False
11331,3.3333333333333335,hs1688,False
11332,3.3333333333333335,as6617,False
11333,3.3333333333333335,ns796,False
11334,3.3333333333333335,hs2403,False
11335,3.3333333333333335,ns7130,False
11336,3.3333333333333335,hs693,False
11337,3.3333333333333335,ns4144,False
11338,3.3333333333333335,ns4880,False
11339,3.3333333333333335,ds354,False
11340,3.3333333333333335,as8235,False
11341,3.3333333333333335,ns2778,False
11342,3.3333333333333335,hs988,False
11343,3.3333333333333335,hs1523,False
11344,3.3333333333333335,as555,False
11345,3.3333333333333335,as5293,False
11346,3.3333333333333335,as9161,False
11347,3.3333333333333335,as6130,False
11348,3.3333333333333335,ns8709,False
11349,3.3333333333333335,as1716,False
11350,3.3333333333333335,as4835,False
11351,3.3333333333333335,ns2758,False
11352,3.3333333333333335,ds340,False
11353,3.3333333333333335,as6649,False
11354,3.3333333333333335,ns4549,False
11355,3.3333333333333335,hs986,False
11356,3.3333333333333335,as768,False
11357,3.3333333333333335,as3934,False
11358,3.3333333333333335,as7802,False
11359,3.3333333333333335,as3728,False
11360,3.3333333333333335,hs1902,False
11361,3.3333333333333335,as507,False
11362,3.3333333333333335,ns1236,False
11363,3.3333333333333335,ns3873,False
11364,3.3333333333333335,ns6606,False
11365,3.3333333333333335,ns6307,False
11366,3.3333333333333335,as6905,False
11367,3.3333333333333335,ds558,False
11368,3.3333333333333335,ns6320,False
11369,3.3333333333333335,ns1253,False
11370,3.3333333333333335,ns2960,False
11371,3.3333333333333335,ns3869,False
11372,3.3333333333333335,as3828,False
11373,3.3333333333333335,ns6583,False
11374,3.3333333333333335,ns1458,False
11375,3.3333333333333335,ns1228,False
11376,3.3333333333333335,ns3718,False
11377,3.3333333333333335,as1053,False
11378,3.3333333333333335,ns949,False
11379,3.3333333333333335,hs1922,False
11380,3.3333333333333335,as8002,False
11381,3.3333333333333335,as1883,False
11382,3.3333333333333335,as6359,False
11383,3.3333333333333335,ds536,False
11384,3.3333333333333335,as654,False
11385,3.3333333333333335,ns3706,False
11386,3.3333333333333335,as4548,False
11387,3.3333333333333335,ns3892,False
11388,3.3333333333333335,as7997,False
11389,3.3333333333333335,ns2937,False
11390,3.3333333333333335,as20,False
11391,3.3333333333333335,ds700,False
11392,3.3333333333333335,as7987,False
11393,3.3333333333333335,as8922,False
11394,3.3333333333333335,as7787,False
11395,3.3333333333333335,as6354,False
11396,3.3333333333333335,as2557,False
11397,3.3333333333333335,ns973,False
11398,3.3333333333333335,as7879,False
11399,3.3333333333333335,as7916,False
11400,3.3333333333333335,ns3783,False
11401,3.3333333333333335,ns8149,False
11402,3.3333333333333335,ns1386,False
11403,3.3333333333333335,ns6422,False
11404,3.3333333333333335,ns1335,False
11405,3.3333333333333335,as7909,False
11406,3.3333333333333335,ns6495,False
11407,3.3333333333333335,ns3859,False
11408,3.3333333333333335,ns3034,False
11409,3.3333333333333335,ns6484,False
11410,3.3333333333333335,as7899,False
11411,3.3333333333333335,as6933,False
11412,3.3333333333333335,ns3801,False
11413,3.3333333333333335,hs1477,False
11414,3.3333333333333335,ns1362,False
11415,3.3333333333333335,ds647,False
11416,3.3333333333333335,ns4672,False
11417,3.3333333333333335,ns465,False
11418,3.3333333333333335,as1962,False
11419,3.3333333333333335,ns298,False
11420,3.3333333333333335,ns2980,False
11421,3.3333333333333335,as5336,False
11422,3.3333333333333335,ns1443,False
11423,3.3333333333333335,ds596,False
11424,3.3333333333333335,as5346,False
11425,3.3333333333333335,as3812,False
11426,3.3333333333333335,as5997,False
11427,3.3333333333333335,as8907,False
11428,3.3333333333333335,hs1871,False
11429,3.3333333333333335,as505,False
11430,3.3333333333333335,ds1063,False
11431,3.3333333333333335,hs2545,False
11432,3.3333333333333335,ns378,False
11433,3.3333333333333335,ns3009,False
11434,3.3333333333333335,ds1112,False
11435,3.3333333333333335,as4695,False
11436,3.3333333333333335,as9409,False
11437,3.3333333333333335,ns1050,False
11438,3.3333333333333335,ns6817,False
11439,3.3333333333333335,ns4779,False
11440,3.3333333333333335,ns1693,False
11441,3.3333333333333335,ns459,False
11442,3.3333333333333335,ns3988,False
11443,3.3333333333333335,hs2651,False
11444,3.3333333333333335,ds448,False
11445,3.3333333333333335,ns3986,False
11446,3.3333333333333335,ns4771,False
11447,3.3333333333333335,ns610,False
11448,3.3333333333333335,ns6797,False
11449,3.3333333333333335,as1039,False
11450,3.3333333333333335,hs1501,False
11451,3.3333333333333335,hs1774,False
11452,3.3333333333333335,ns1064,False
11453,3.3333333333333335,as5108,False
11454,3.3333333333333335,as6313,False
11455,3.3333333333333335,ns17,False
11456,3.3333333333333335,as6581,False
11457,3.3333333333333335,ns8234,False
11458,3.3333333333333335,as8144,False
11459,3.3333333333333335,ds1020,False
11460,3.3333333333333335,as1818,False
11461,3.3333333333333335,as2085,False
11462,3.3333333333333335,ns1734,False
11463,3.3333333333333335,ns2863,False
11464,3.3333333333333335,as7015,False
11465,3.3333333333333335,ns685,False
11466,3.3333333333333335,ns1006,False
11467,3.3333333333333335,ns4586,False
11468,3.3333333333333335,as5310,False
11469,3.3333333333333335,as8820,False
11470,3.3333333333333335,hs1544,False
11471,3.3333333333333335,as2077,False
11472,3.3333333333333335,ns3100,False
11473,3.3333333333333335,ns806,False
11474,3.3333333333333335,ns1075,False
11475,3.3333333333333335,ns6235,False
11476,3.3333333333333335,ns395,False
11477,3.3333333333333335,hs2621,False
11478,3.3333333333333335,ns6185,False
11479,3.3333333333333335,as8042,False
11480,3.3333333333333335,ns114,False
11481,3.3333333333333335,ns3074,False
11482,3.3333333333333335,as2535,False
11483,3.3333333333333335,ns1587,False
11484,3.3333333333333335,as9289,False
11485,3.3333333333333335,ns612,False
11486,3.3333333333333335,ns923,False
11487,3.3333333333333335,as8024,False
11488,3.3333333333333335,as133,False
11489,3.3333333333333335,as802,False
11490,3.3333333333333335,as37,False
11491,3.3333333333333335,ns6228,False
11492,3.3333333333333335,hs2607,False
11493,3.3333333333333335,ds103,False
11494,3.3333333333333335,ns3085,False
11495,3.3333333333333335,ns6159,False
11496,3.3333333333333335,as553,False
11497,3.3333333333333335,ns6127,False
11498,3.3333333333333335,hs141,False
11499,3.3333333333333335,ns6136,False
11500,3.3333333333333335,ns365,False
11501,3.3333333333333335,ns1089,False
11502,3.3333333333333335,as3894,False
11503,3.3333333333333335,as2054,False
11504,3.3333333333333335,hs1956,False
11505,3.3333333333333335,as368,False
11506,3.3333333333333335,ns8064,False
11507,3.3333333333333335,as3135,False
11508,3.3333333333333335,as9265,False
11509,3.3333333333333335,ds744,False
11510,3.3333333333333335,ns3659,False
11511,3.3333333333333335,ns6157,False
11512,3.3333333333333335,as1433,False
11513,3.3333333333333335,ns4404,False
11514,3.3333333333333335,as6709,False
11515,3.3333333333333335,ns3202,False
11516,3.3333333333333335,hs527,False
11517,3.3333333333333335,hs1277,False
11518,3.3333333333333335,as4226,False
11519,3.3333333333333335,as9105,False
11520,3.3333333333333335,hs2372,False
11521,3.3333333333333335,as5419,False
11522,3.3333333333333335,hs2257,False
11523,3.3333333333333335,hs1618,False
11524,3.3333333333333335,as7148,False
11525,3.3333333333333335,ns7367,False
11526,3.3333333333333335,hs4,False
11527,3.3333333333333335,as4156,False
11528,3.3333333333333335,ns7437,False
11529,3.3333333333333335,hs1143,False
11530,3.3333333333333335,ns5214,False
11531,3.3333333333333335,ns7699,False
11532,3.3333333333333335,as978,False
11533,3.3333333333333335,hs2161,False
11534,3.3333333333333335,as5815,False
11535,3.3333333333333335,hs406,False
11536,3.3333333333333335,as3038,False
11537,3.3333333333333335,ns3422,False
11538,3.3333333333333335,ns2226,False
11539,3.3333333333333335,as3032,False
11540,3.3333333333333335,ns5097,False
11541,3.3333333333333335,hs49,False
11542,3.3333333333333335,ns5408,False
11543,3.3333333333333335,hs1608,False
11544,3.3333333333333335,ns7680,False
11545,3.3333333333333335,hs295,False
11546,3.3333333333333335,ns4260,False
11547,3.3333333333333335,ns3305,False
11548,3.3333333333333335,hs1004,False
11549,3.3333333333333335,ns225,False
11550,3.3333333333333335,ns5467,False
11551,3.3333333333333335,ns531,False
11552,3.3333333333333335,as1660,False
11553,3.3333333333333335,ns7502,False
11554,3.3333333333333335,ns3439,False
11555,3.3333333333333335,hs1273,False
11556,3.3333333333333335,ns221,False
11557,3.3333333333333335,as3458,False
11558,3.3333333333333335,ds1315,False
11559,3.3333333333333335,ns8345,False
11560,3.3333333333333335,ns7746,False
11561,3.3333333333333335,ns534,False
11562,3.3333333333333335,ns2268,False
11563,3.3333333333333335,ns5579,False
11564,3.3333333333333335,hs336,False
11565,3.3333333333333335,hs476,False
11566,3.3333333333333335,ns3419,False
11567,3.3333333333333335,ns7686,False
11568,3.3333333333333335,ns4474,False
11569,3.3333333333333335,hs2364,False
11570,3.3333333333333335,as34,False
11571,3.3333333333333335,as1158,False
11572,3.3333333333333335,ns8373,False
11573,3.3333333333333335,ns2617,False
11574,3.3333333333333335,as8693,False
11575,3.3333333333333335,hs3011,False
11576,3.3333333333333335,as1648,False
11577,3.3333333333333335,ns7789,False
11578,3.3333333333333335,hs33,False
11579,3.3333333333333335,ns8577,False
11580,3.3333333333333335,ns3329,False
11581,3.3333333333333335,ns8473,False
11582,3.3333333333333335,ns730,False
11583,3.3333333333333335,hs3013,False
11584,3.3333333333333335,hs2320,False
11585,3.3333333333333335,hs2370,False
11586,3.3333333333333335,as6436,False
11587,3.3333333333333335,as2738,False
11588,3.3333333333333335,ns5568,False
11589,3.3333333333333335,as4830,False
11590,3.3333333333333335,ns5479,False
11591,3.3333333333333335,ns8341,False
11592,3.3333333333333335,ns837,False
11593,3.3333333333333335,as870,False
11594,3.3333333333333335,ns751,False
11595,3.3333333333333335,ns2497,False
11596,3.3333333333333335,as983,False
11597,3.3333333333333335,hs1606,False
11598,3.3333333333333335,ns5156,False
11599,3.3333333333333335,ns5441,False
11600,3.3333333333333335,ns8362,False
11601,3.3333333333333335,ns5443,False
11602,3.3333333333333335,as6154,False
11603,3.3333333333333335,ns5243,False
11604,3.3333333333333335,hs1131,False
11605,3.3333333333333335,hs3028,False
11606,3.3333333333333335,ds99,False
11607,3.3333333333333335,as8507,False
11608,3.3333333333333335,as3071,False
11609,3.3333333333333335,ds260,False
11610,3.3333333333333335,as2319,False
11611,3.3333333333333335,as486,False
11612,3.3333333333333335,as9016,False
11613,3.3333333333333335,as7894,False
11614,3.3333333333333335,ns860,False
11615,3.3333333333333335,ns8499,False
11616,3.3333333333333335,as5415,False
11617,3.3333333333333335,as4651,False
11618,3.3333333333333335,as8643,False
11619,3.3333333333333335,ns2587,False
11620,3.3333333333333335,ns7618,False
11621,3.3333333333333335,ns4305,False
11622,3.3333333333333335,as3370,False
11623,3.3333333333333335,ns4402,False
11624,3.3333333333333335,as2323,False
11625,3.3333333333333335,as4822,False
11626,3.3333333333333335,ns5187,False
11627,3.3333333333333335,hs296,False
11628,3.3333333333333335,ds98,False
11629,3.3333333333333335,ds1362,False
11630,3.3333333333333335,hs648,False
11631,3.3333333333333335,ns5112,False
11632,3.3333333333333335,ns7640,False
11633,3.3333333333333335,ns2591,False
11634,3.3333333333333335,ns7469,False
11635,3.3333333333333335,ns5431,False
11636,3.3333333333333335,as9582,False
11637,3.3333333333333335,ns7484,False
11638,3.3333333333333335,hs623,False
11639,3.3333333333333335,ns7606,False
11640,3.3333333333333335,as6721,False
11641,3.3333333333333335,as5202,False
11642,3.3333333333333335,as725,False
11643,3.3333333333333335,ns8454,False
11644,3.3333333333333335,ns7382,False
11645,3.3333333333333335,ns2135,False
11646,3.3333333333333335,hs1162,False
11647,3.3333333333333335,as5389,False
11648,3.3333333333333335,as68,False
11649,3.3333333333333335,hs3025,False
11650,3.3333333333333335,as8521,False
11651,3.3333333333333335,hs1126,False
11652,3.3333333333333335,hs2933,False
11653,3.3333333333333335,ns514,False
11654,3.3333333333333335,as2708,False
11655,3.3333333333333335,ds152,False
11656,3.3333333333333335,ds253,False
11657,3.3333333333333335,ns564,False
11658,3.3333333333333335,as3077,False
11659,3.3333333333333335,ns5216,False
11660,3.3333333333333335,ns2452,False
11661,3.3333333333333335,as9531,False
11662,3.3333333333333335,hs1000,False
11663,3.3333333333333335,as6158,False
11664,3.3333333333333335,hs1047,False
11665,3.3333333333333335,as4417,False
11666,3.3333333333333335,hs2386,False
11667,3.3333333333333335,ds1329,False
11668,3.3125,as4855,False
11669,3.3,ds531,False
11670,3.3,ns3684,False
11671,3.3,ns232,False
11672,3.3,as8792,False
11673,3.3,ns1532,False
11674,3.3,ns7978,False
11675,3.3,ns777,False
11676,3.3,ns7670,False
11677,3.3,ds1106,False
11678,3.3,as6875,False
11679,3.3,ns1794,False
11680,3.3,as1792,False
11681,3.3,as7361,False
11682,3.3,as5255,False
11683,3.3,ns7970,False
11684,3.3,ns5573,False
11685,3.3,ns7475,False
11686,3.3,ns1168,False
11687,3.3,ns4091,False
11688,3.3,ns3779,False
11689,3.3,as5428,False
11690,3.3,ns7508,False
11691,3.3,hs724,False
11692,3.3,ns4579,False
11693,3.3,ns5662,False
11694,3.3,as6497,False
11695,3.3,hs2407,False
11696,3.3,hs1955,False
11697,3.3,as2186,False
11698,3.3,ns574,False
11699,3.3,ns3246,False
11700,3.3,hs2091,False
11701,3.3,as4295,False
11702,3.3,ds1230,False
11703,3.3,ns710,False
11704,3.3,ns448,False
11705,3.3,as5037,False
11706,3.3,ns8287,False
11707,3.3,ns8710,False
11708,3.3,ns1135,False
11709,3.3,as7284,False
11710,3.3,as2680,False
11711,3.3,ns4521,False
11712,3.3,as1896,False
11713,3.3,as4679,False
11714,3.2857142857142856,as4077,False
11715,3.25,ns475,False
11716,3.25,ns2333,False
11717,3.25,as8620,False
11718,3.25,ns2552,False
11719,3.25,ns3368,False
11720,3.25,as2049,False
11721,3.25,as2339,False
11722,3.25,as9432,False
11723,3.25,as8081,False
11724,3.25,ns4316,False
11725,3.25,ds472,False
11726,3.25,ns6143,False
11727,3.25,ds1114,False
11728,3.25,ns1560,False
11729,3.25,as894,False
11730,3.25,as2815,False
11731,3.25,ns6219,False
11732,3.25,ns518,False
11733,3.25,as5940,False
11734,3.25,ns6138,False
11735,3.25,as9433,False
11736,3.25,as5470,False
11737,3.25,ns5400,False
11738,3.25,ns3255,False
11739,3.25,ns4347,False
11740,3.25,ns1594,False
11741,3.25,ns1591,False
11742,3.25,as560,False
11743,3.25,ds497,False
11744,3.25,ns2539,False
11745,3.25,as2692,False
11746,3.25,as3141,False
11747,3.25,ns3670,False
11748,3.25,as8044,False
11749,3.25,ns5173,False
11750,3.25,ns6182,False
11751,3.25,as595,False
11752,3.25,as2690,False
11753,3.25,as8932,False
11754,3.25,ds482,False
11755,3.25,as3684,False
11756,3.25,ns161,False
11757,3.25,as5207,False
11758,3.25,ns6197,False
11759,3.25,as509,False
11760,3.25,ns1616,False
11761,3.25,as3689,False
11762,3.25,ns6164,False
11763,3.25,as8036,False
11764,3.25,as5527,False
11765,3.25,ds506,False
11766,3.25,ds496,False
11767,3.25,ns2347,False
11768,3.25,ns620,False
11769,3.25,as9655,False
11770,3.25,ns3963,False
11771,3.25,as8971,False
11772,3.25,ns3930,False
11773,3.25,ns4689,False
11774,3.25,ds1380,False
11775,3.25,as9349,False
11776,3.25,as2563,False
11777,3.25,as5050,False
11778,3.25,as8886,False
11779,3.25,ns4685,False
11780,3.25,ns5277,False
11781,3.25,ns5290,False
11782,3.25,ns1432,False
11783,3.25,as5483,False
11784,3.25,ds594,False
11785,3.25,as506,False
11786,3.25,ns299,False
11787,3.25,ns1404,False
11788,3.25,as5337,False
11789,3.25,as8878,False
11790,3.25,as7951,False
11791,3.25,ns6333,False
11792,3.25,ns3308,False
11793,3.25,as3395,False
11794,3.25,ns2498,False
11795,3.25,as2862,False
11796,3.25,as8912,False
11797,3.25,as5224,False
11798,3.25,as3168,False
11799,3.25,as2363,False
11800,3.25,as197,False
11801,3.25,ds612,False
11802,3.25,as8868,False
11803,3.25,as9639,False
11804,3.25,ns3797,False
11805,3.25,as5382,False
11806,3.25,as9363,False
11807,3.25,ns6453,False
11808,3.25,as1950,False
11809,3.25,ns4406,False
11810,3.25,as3379,False
11811,3.25,ns302,False
11812,3.25,as2570,False
11813,3.25,as2901,False
11814,3.25,ns3014,False
11815,3.25,ns5221,False
11816,3.25,as5383,False
11817,3.25,ns6397,False
11818,3.25,as7910,False
11819,3.25,ns3275,False
11820,3.25,ns3785,False
11821,3.25,as7913,False
11822,3.25,ns5252,False
11823,3.25,ns1392,False
11824,3.25,ns6411,False
11825,3.25,as859,False
11826,3.25,ns4401,False
11827,3.25,ns3780,False
11828,3.25,ns6399,False
11829,3.25,ns2451,False
11830,3.25,ns3311,False
11831,3.25,as2549,False
11832,3.25,ns4350,False
11833,3.25,ds540,False
11834,3.25,as2915,False
11835,3.25,ds555,False
11836,3.25,ns3900,False
11837,3.25,ns327,False
11838,3.25,ns2512,False
11839,3.25,ns1512,False
11840,3.25,as3401,False
11841,3.25,as3188,False
11842,3.25,ds1427,False
11843,3.25,ns6268,False
11844,3.25,ns4355,False
11845,3.25,ns5364,False
11846,3.25,as5211,False
11847,3.25,as5976,False
11848,3.25,ns5368,False
11849,3.25,ds535,False
11850,3.25,ns2520,False
11851,3.25,as5210,False
11852,3.25,ns2932,False
11853,3.25,as3192,False
11854,3.25,ds1347,False
11855,3.25,as9019,False
11856,3.25,ds529,False
11857,3.25,as201,False
11858,3.25,as3353,False
11859,3.25,ds1446,False
11860,3.25,ns1506,False
11861,3.25,ns1502,False
11862,3.25,ns305,False
11863,3.25,as9025,False
11864,3.25,ns4721,False
11865,3.25,as5063,False
11866,3.25,ns250,False
11867,3.25,ds572,False
